Name,Peak,Average,Peak Time
P_VAL_V1P8A_GEN4_SSD_0.01_R8E3,0.023170,0.004408,128.180000
P_VAL_V3P3DX_EDP_0.01_R5A16,1.767040,0.969694,79.359000
P_VAL_V3P3S_EDP_AUXPWR_0.01_R5A24,0.066709,0.004781,99.316000
P_VAL_VCC_EDP_BKLT_0.01_R5A13,1.860237,1.526502,91.547000
P_VAL_V3P3A_VSYS_PD_0.01_R9U1,0.137216,0.023654,50.851000
P_VAL_V3P3DX_AUDIO_JA_0.01_R5V21,0.026445,0.005151,166.055000
P_VAL_V1P8DX_AUDIO_CODEC_ADVDD2_0.01_R5W7,0.019668,-0.002889,151.490000
P_VAL_V1P8DX_AUDIO_VDD_JA_JE_0.01_R4H17,0.017186,0.004145,80.107000
P_VAL_V1P8DX_AUDIO_CODEC_DVDD_0.022_R5H28,0.011601,-0.001734,127.532000
P_VAL_V1P8DX_AUDIO_DMIC_JD_JS_0.01_R4H20,0.024242,0.003612,15.122000
P_VAL_V5DX_AUDIO_CODEC_AVDD_0.022_R5W6,0.148958,0.002864,57.460000
P_VAL_V5DX_AUDIO_VDD_JH_0.022_R5W14,0.017455,-0.000734,98.720000
P_VAL_V5DX_DMIC_JH_0.01_R5W12,0.034803,-0.001840,143.543000
P_VAL_VBATA_AUDIO_JA_0.01_R4V31,0.097320,-0.002922,111.883000
P_VAL_V5DX_AUDIO_CODEC_PVDD_0.01_R5J19,0.571133,-0.001723,164.888000
P_VAL_V3P3A_KBC_EC_0.01_R2W19,0.528315,0.133420,83.972000
P_VAL_V1P8A_VTR_0.01_R2W62,0.002580,0.000651,149.433000
P_VAL_V3P3A_VTR1_EC_0.01_R1J2,0.019363,0.011625,124.619000
P_VAL_V3P3A_VTR_REG_EC_0.01_R1J1,0.063755,0.016385,103.622000
P_VAL_V3P3A_V1P8A_VTR3_EC_0.01_R2W48,0.002856,0.000212,149.433000
P_VAL_V3P3A_PLL_ANLG_0.01_R1J10,0.010827,0.003519,137.465000
P_VAL_V3P3DX_TCH_PNL1_0.01_R6B36,0.021625,0.000191,57.932000
P_VAL_V1P8DX_TCH_PNL1_0.01_R6M19,0.005625,0.000476,123.766000
P_VAL_V3P3DX_TCH_PNL2_0.01_R5B31,0.022273,0.000134,33.716000
P_VAL_V1P8DX_TCH_PNL2_0.01_R5M40,0.004471,0.000223,176.398000
P_VAL_V1P8S_TCH_PAD_0.01_R9H13,0.003592,0.000214,126.561000
P_VAL_V3P3S_TCH_PAD_0.01_R9G32,0.020637,0.000387,85.264000
P_VAL_VBATA_0.002_R3B5,42.323421,7.382640,109.858000
P_VAL_VBATA_IMVP_0.002_R4B12,35.997032,1.478544,149.427000
P_VAL_V3P3S_PCIE_X2_SLOT_0.005_R8N1,0.108106,0.022594,14.583000
P_VAL_V3P3S_UFS_0.01_R6T3,0.003456,0.000130,105.722000
P_VAL_V1P8S_UFS_0.01_R6R1,0.002294,0.000211,159.124000
P_VAL_V1P2S_UFS_0.01_R5F6,0.001265,0.000030,90.137000
P_VAL_V2P5S_UFS_0.022_R6F13,0.001792,0.000164,75.728000
P_VAL_V3P3A_0.001_R7G26,7.872617,1.778077,148.795000
P_VAL_V5A_0.001_R7H1,6.236860,2.146991,45.743000
P_VAL_V3P3S_3P3A_SNSR_HDR_0.01_R6W3,0.006183,-0.000313,138.312000
P_VAL_V1P8S_1P8A_SNSR_HDR_0.01_R6W12,0.002415,0.000329,15.978000
P_VAL_V3P3S_FPS_0.01_R7J49,0.010064,0.000563,173.728000
P_VAL_V1P8S_3P3S_FPS_0.01_R7W11,0.001890,-0.000220,115.566000
P_VAL_V3P3M_LAN_0.01_R9J2,0.052152,0.000709,177.984000
P_VAL_V1P8A_TCSS_AIC1_0.01_R1N20,0.001611,-0.000211,165.569000
P_VAL_V3P3A_TCSS_AIC1_0.01_R1N14,0.003264,-0.000237,57.311000
P_VAL_V3P3S_TCSS_AIC1_0.01_R1N23,0.002727,-0.000442,101.383000
P_VAL_V1P8A_TCSS_AIC2_0.01_R1P40,0.002034,-0.000125,96.375000
P_VAL_V3P3A_TCSS_AIC2_0.01_R1P35,0.002694,-0.001832,90.752000
P_VAL_V3P3S_TCSS_AIC2_0.01_R1P49,0.006400,0.000623,60.002000
P_VAL_VCC_SPI_TPM_0.01_R1R19,0.003057,-0.000223,68.716000
P_VAL_VCC3V3_SX_TCP_PA_0.01_R9P1,0.000000,-0.000000,160.963000
P_VAL_VCC3V3_SX_TCP_PB_0.01_R9R14,0.000000,-0.000000,56.196000
P_VCCCORE,24.964804,0.004130,149.426000
P_VCCGT,3.948147,0.267784,114.247000
P_VCCSA,3.318843,0.553611,149.405000
P_VCC_LP_ECORE,10.753083,0.483762,149.407000
P_VDD2_CPU,1.471666,0.380393,149.426000
P_VDDQ_CPU,0.175840,0.027013,177.412000
P_VCCRTC,0.006683,0.000941,78.144000
P_VCCPRIM_VNNAON,1.113041,0.219459,90.212000
P_VCCPRIM_IO,0.450021,0.124874,109.012000
P_VCCPRIM_1P8,0.017963,0.004524,77.073000
P_VCCPRIM_1P8_FLTRA,0.057972,0.009826,25.311000
P_VCCPRIM_1P8_FLTRB,0.010777,0.000045,105.202000
P_VCCPRIM_3P3,0.026991,0.000009,48.424000
P_Memory,1.651941,0.193138,149.427000
P_Backlight_EDP1,1.860237,1.526502,91.547000
P_Panel_Elec_EDP1,1.665001,0.974475,79.359000
P_Audio,0.122641,0.007411,57.892000
P_VBATA,42.323421,7.382640,109.858000
P_Audio_Codec,0.680511,-0.003481,119.156000
P_SSD_GEN4,4.170031,0.124339,143.345000
P_SSD_GEN5,0.261136,0.007760,130.955000
P_WLAN,3.543350,0.363146,74.839000
p_WWAN,1.505135,0.025537,26.178000
P_LAN,0.052152,0.000709,177.984000
P_Camera_1,0.200195,-0.010734,11.862000
P_Camera_2,1.159196,0.150387,169.998000
P_Total_Camera,1.295935,0.127912,169.998000
P_Touchpad,0.020917,0.000601,85.264000
P_Touchpanel,0.043703,0.001024,116.991000
P_Sensor,0.006588,0.000016,138.312000
P_FPS,0.010231,0.000343,12.803000
P_Type_C,0.240059,0.037020,78.677000
P_HDMI,0.115101,-0.012464,8.078000
P_UFS_EMMC,0.005942,0.000535,144.482000
P_EC,0.078360,0.028222,19.827000
P_PD,0.137216,0.023654,50.851000
P_RE_TIMERA,0.000000,-0.000000,160.963000
P_RE_TIMERB,0.000000,-0.000000,56.196000
P_TOTAL_RETIMER,0.000000,-0.000000,136.408000
P_CPU,29.131969,1.716694,149.426000
P_SOC,29.673313,2.076371,149.426000
Run Time,180.000000,180.000000,180.000000
