Name,Peak,Average,Peak Time
P_VAL_V1P8A_GEN4_SSD_0.01_R8E3,0.022750,0.004412,7.778000
P_VAL_V3P3DX_EDP_0.01_R5A16,1.749605,0.968653,93.225000
P_VAL_V3P3S_EDP_AUXPWR_0.01_R5A24,0.075736,0.005609,128.258000
P_VAL_VCC_EDP_BKLT_0.01_R5A13,1.852285,1.526003,164.851000
P_VAL_V3P3A_VSYS_PD_0.01_R9U1,0.146423,0.023669,124.632000
P_VAL_V3P3DX_AUDIO_JA_0.01_R5V21,0.025934,0.005436,139.894000
P_VAL_V1P8DX_AUDIO_CODEC_ADVDD2_0.01_R5W7,0.018781,-0.003294,105.718000
P_VAL_V1P8DX_AUDIO_VDD_JA_JE_0.01_R4H17,0.017182,0.004221,56.322000
P_VAL_V1P8DX_AUDIO_CODEC_DVDD_0.022_R5H28,0.012633,-0.001723,101.858000
P_VAL_V1P8DX_AUDIO_DMIC_JD_JS_0.01_R4H20,0.024400,0.004417,136.790000
P_VAL_V5DX_AUDIO_CODEC_AVDD_0.022_R5W6,0.151965,0.004032,125.684000
P_VAL_V5DX_AUDIO_VDD_JH_0.022_R5W14,0.016746,-0.001251,124.259000
P_VAL_V5DX_DMIC_JH_0.01_R5W12,0.032861,-0.002630,12.979000
P_VAL_VBATA_AUDIO_JA_0.01_R4V31,0.088215,-0.007466,91.269000
P_VAL_V5DX_AUDIO_CODEC_PVDD_0.01_R5J19,0.576262,-0.003547,149.476000
P_VAL_V3P3A_KBC_EC_0.01_R2W19,0.528682,0.133493,10.345000
P_VAL_V1P8A_VTR_0.01_R2W62,0.002872,0.000889,138.260000
P_VAL_V3P3A_VTR1_EC_0.01_R1J2,0.020944,0.012043,6.799000
P_VAL_V3P3A_VTR_REG_EC_0.01_R1J1,0.063767,0.016782,98.329000
P_VAL_V3P3A_V1P8A_VTR3_EC_0.01_R2W48,0.002284,0.000450,140.140000
P_VAL_V3P3A_PLL_ANLG_0.01_R1J10,0.011083,0.003950,86.981000
P_VAL_V3P3DX_TCH_PNL1_0.01_R6B36,0.022677,0.000605,96.182000
P_VAL_V1P8DX_TCH_PNL1_0.01_R6M19,0.005485,0.000688,120.004000
P_VAL_V3P3DX_TCH_PNL2_0.01_R5B31,0.022271,0.000562,144.275000
P_VAL_V1P8DX_TCH_PNL2_0.01_R5M40,0.004469,0.000450,162.932000
P_VAL_V1P8S_TCH_PAD_0.01_R9H13,0.003306,0.000454,148.784000
P_VAL_V3P3S_TCH_PAD_0.01_R9G32,0.019060,0.000771,85.466000
P_VAL_VBATA_0.002_R3B5,42.505604,7.421325,93.104000
P_VAL_VBATA_IMVP_0.002_R4B12,45.667408,1.433083,80.245000
P_VAL_V3P3S_PCIE_X2_SLOT_0.005_R8N1,0.111267,0.025086,167.014000
P_VAL_V3P3S_UFS_0.01_R6T3,0.003995,0.000547,161.770000
P_VAL_V1P8S_UFS_0.01_R6R1,0.002580,0.000422,65.273000
P_VAL_V1P2S_UFS_0.01_R5F6,0.001558,0.000181,136.591000
P_VAL_V2P5S_UFS_0.022_R6F13,0.001697,0.000314,76.546000
P_VAL_V3P3A_0.001_R7G26,8.443180,1.826121,120.094000
P_VAL_V5A_0.001_R7H1,6.375691,2.151949,164.143000
P_VAL_V3P3S_3P3A_SNSR_HDR_0.01_R6W3,0.005113,-0.000597,150.737000
P_VAL_V1P8S_1P8A_SNSR_HDR_0.01_R6W12,0.002273,0.000465,174.099000
P_VAL_V3P3S_FPS_0.01_R7J49,0.010334,0.000815,128.901000
P_VAL_V1P8S_3P3S_FPS_0.01_R7W11,0.001317,-0.000355,170.584000
P_VAL_V3P3M_LAN_0.01_R9J2,0.051778,0.000995,142.701000
P_VAL_V1P8A_TCSS_AIC1_0.01_R1N20,0.001181,-0.000357,168.661000
P_VAL_V3P3A_TCSS_AIC1_0.01_R1N14,0.003260,-0.000515,37.320000
P_VAL_V3P3S_TCSS_AIC1_0.01_R1N23,0.002445,-0.000700,74.058000
P_VAL_V1P8A_TCSS_AIC2_0.01_R1P40,0.001890,-0.000265,162.311000
P_VAL_V3P3A_TCSS_AIC2_0.01_R1P35,0.002694,-0.002084,13.463000
P_VAL_V3P3S_TCSS_AIC2_0.01_R1P49,0.006662,0.000858,132.817000
P_VAL_VCC_SPI_TPM_0.01_R1R19,0.002916,-0.000378,123.844000
P_VAL_VCC3V3_SX_TCP_PA_0.01_R9P1,0.000000,-0.000000,122.531000
P_VAL_VCC3V3_SX_TCP_PB_0.01_R9R14,0.000000,-0.000000,155.415000
P_VCCCORE,31.526751,0.014440,80.245000
P_VCCGT,3.946542,0.260369,8.405000
P_VCCSA,2.706237,0.512111,80.245000
P_VCC_LP_ECORE,10.858193,0.489068,80.209000
P_VDD2_CPU,1.506803,0.372800,80.245000
P_VDDQ_CPU,0.173478,0.026351,134.006000
P_VCCRTC,0.005620,0.001039,73.212000
P_VCCPRIM_VNNAON,1.109611,0.218138,57.393000
P_VCCPRIM_IO,0.509798,0.125890,129.182000
P_VCCPRIM_1P8,0.016157,0.004257,118.981000
P_VCCPRIM_1P8_FLTRA,0.055090,0.009614,122.371000
P_VCCPRIM_1P8_FLTRB,0.012460,-0.000113,108.461000
P_VCCPRIM_3P3,0.027096,-0.000220,47.855000
P_Memory,1.984614,0.191646,80.245000
P_Backlight_EDP1,1.852285,1.526003,164.851000
P_Panel_Elec_EDP1,1.675444,0.974261,166.744000
P_Audio,0.116434,0.002727,91.269000
P_VBATA,42.505604,7.421325,93.104000
P_Audio_Codec,0.674559,-0.004533,134.215000
P_SSD_GEN4,4.224129,0.186399,87.364000
P_SSD_GEN5,0.278301,0.008176,164.403000
P_WLAN,3.575959,0.346747,28.631000
p_WWAN,1.602949,0.024103,55.225000
P_LAN,0.051778,0.000995,142.701000
P_Camera_1,0.190602,-0.011413,72.272000
P_Camera_2,1.157053,0.148381,122.457000
P_Total_Camera,1.265127,0.124729,122.457000
P_Touchpad,0.019685,0.001225,49.694000
P_Touchpanel,0.043151,0.002305,40.769000
P_Sensor,0.006093,-0.000132,150.737000
P_FPS,0.010072,0.000460,128.901000
P_Type_C,0.247592,0.036515,36.782000
P_HDMI,0.124283,-0.013388,166.335000
P_UFS_EMMC,0.006877,0.001464,134.858000
P_EC,0.078458,0.029276,81.219000
P_PD,0.146423,0.023669,124.632000
P_RE_TIMERA,0.000000,-0.000000,122.531000
P_RE_TIMERB,0.000000,-0.000000,155.415000
P_TOTAL_RETIMER,0.000000,-0.000000,160.417000
P_CPU,35.988922,1.675139,80.245000
P_SOC,36.502487,2.033744,80.245000
Run Time,180.000000,180.000000,180.000000
